id	gocat	goterm	goid
sll0416	M	protein binding	GO:0005515
sll0418	B	metabolic process	GO:0008152
sll0418	M	methyltransferase activity	GO:0008168
sll0420	B	nitrogen compound metabolic process	GO:0006807
sll0420	M	nickel ion binding	GO:0016151
sll0420	M	urease activity	GO:0009039
sll0421	B	purine ribonucleotide biosynthetic process	GO:0009152
sll0421	M	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	GO:0004018
sll0421	M	catalytic activity	GO:0003824
sll0422	M	hydrolase activity	GO:0016787
sll0424	B	RNA modification	GO:0009451
sll0424	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll0424	M	catalytic activity	GO:0003824
sll0424	M	iron-sulfur cluster binding	GO:0051536
sll0427	B	photosynthesis	GO:0015979
sll0427	B	photosystem II stabilization	GO:0042549
sll0427	C	extrinsic to membrane	GO:0019898
sll0427	C	oxygen evolving complex	GO:0009654
sll0427	M	calcium ion binding	GO:0005509
sll0428	B	oxidation reduction	GO:0055114
sll0428	M	L-ascorbic acid binding	GO:0031418
sll0428	M	iron ion binding	GO:0005506
sll0428	M	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705
sll0430	B	protein folding	GO:0006457
sll0430	B	response to stress	GO:0006950
sll0430	M	ATP binding	GO:0005524
sll0430	M	unfolded protein binding	GO:0051082
sll0441	B	DNA repair	GO:0006281
sll0441	C	intracellular	GO:0005622
sll0441	M	nuclease activity	GO:0004518
sll0451	B	metabolic process	GO:0008152
sll0451	M	N-acetyltransferase activity	GO:0008080
sll0454	B	phenylalanyl-tRNA aminoacylation	GO:0006432
sll0454	B	tRNA aminoacylation for protein translation	GO:0006418
sll0454	B	translation	GO:0006412
sll0454	C	cytoplasm	GO:0005737
sll0454	M	ATP binding	GO:0005524
sll0454	M	aminoacyl-tRNA ligase activity	GO:0004812
sll0454	M	nucleotide binding	GO:0000166
sll0454	M	phenylalanine-tRNA ligase activity	GO:0004826
sll0454	M	tRNA binding	GO:0000049
sll0455	B	cellular amino acid metabolic process	GO:0006520
sll0455	B	metabolic process	GO:0008152
sll0455	B	oxidation reduction	GO:0055114
sll0455	M	NADP or NADPH binding	GO:0050661
sll0455	M	amino acid binding	GO:0016597
sll0455	M	binding	GO:0005488
sll0455	M	catalytic activity	GO:0003824
sll0455	M	homoserine dehydrogenase activity	GO:0004412
sll0455	M	oxidoreductase activity	GO:0016491
sll0456	B	cellular metabolic process	GO:0044237
sll0456	B	metabolic process	GO:0008152
sll0456	M	binding	GO:0005488
sll0456	M	catalytic activity	GO:0003824
sll0456	M	coenzyme binding	GO:0050662
sll0459	B	DNA repair	GO:0006281
sll0459	B	SOS response	GO:0009432
sll0459	B	nucleotide-excision repair	GO:0006289
sll0459	M	ATP binding	GO:0005524
sll0459	M	DNA binding	GO:0003677
sll0459	M	excinuclease ABC activity	GO:0009381
sll0459	M	helicase activity	GO:0004386
sll0459	M	hydrolase activity	GO:0016787
sll0459	M	nuclease activity	GO:0004518
sll0459	M	nucleic acid binding	GO:0003676
sll0461	B	metabolic process	GO:0008152
sll0461	B	oxidation reduction	GO:0055114
sll0461	B	proline biosynthetic process	GO:0006561
sll0461	M	NADP or NADPH binding	GO:0050661
sll0461	M	glutamate-5-semialdehyde dehydrogenase activity	GO:0004350
sll0461	M	oxidoreductase activity	GO:0016491
sll0467	B	queuosine biosynthetic process	GO:0008616
sll0467	M	isomerase activity	GO:0016853
sll0467	M	transferase activity	GO:0016740
sll0469	B	cellular biosynthetic process	GO:0044249
sll0469	B	nucleoside metabolic process	GO:0009116
sll0469	B	nucleotide biosynthetic process	GO:0009165
sll0469	B	ribonucleoside monophosphate biosynthetic process	GO:0009156
sll0469	M	magnesium ion binding	GO:0000287
sll0469	M	ribose phosphate diphosphokinase activity	GO:0004749
sll0471	B	metabolic process	GO:0008152
sll0471	M	binding	GO:0005488
sll0471	M	catalytic activity	GO:0003824
sll0474	B	peptidyl-histidine phosphorylation	GO:0018106
sll0474	B	phosphorylation	GO:0016310
sll0474	B	regulation of transcription, DNA-dependent	GO:0006355
sll0474	B	signal transduction	GO:0007165
sll0474	B	two-component signal transduction system (phosphorelay)	GO:0000160
sll0474	C	membrane	GO:0016020
sll0474	M	ATP binding	GO:0005524
sll0474	M	protein histidine kinase activity	GO:0004673
sll0474	M	signal transducer activity	GO:0004871
sll0474	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
sll0474	M	two-component response regulator activity	GO:0000156
sll0474	M	two-component sensor activity	GO:0000155
sll0477	B	transport	GO:0006810
sll0477	C	membrane	GO:0016020
sll0477	M	protein transporter activity	GO:0008565
sll0478	B	transport	GO:0006810
sll0478	C	membrane	GO:0016020
sll0478	M	transporter activity	GO:0005215
sll0479	B	transport	GO:0006810
sll0479	C	membrane	GO:0016020
sll0479	M	transporter activity	GO:0005215
sll0480	B	biosynthetic process	GO:0009058
sll0480	M	catalytic activity	GO:0003824
sll0480	M	pyridoxal phosphate binding	GO:0030170
sll0480	M	transferase activity, transferring nitrogenous groups	GO:0016769
sll0484	M	ATP binding	GO:0005524
sll0484	M	ATPase activity	GO:0016887
sll0484	M	nucleoside-triphosphatase activity	GO:0017111
sll0484	M	nucleotide binding	GO:0000166
sll0485	B	regulation of transcription, DNA-dependent	GO:0006355
sll0485	B	two-component signal transduction system (phosphorelay)	GO:0000160
sll0485	M	two-component response regulator activity	GO:0000156
sll0486	B	rhythmic process	GO:0048511
sll0489	M	ATP binding	GO:0005524
sll0489	M	ATPase activity	GO:0016887
sll0489	M	nucleoside-triphosphatase activity	GO:0017111
sll0489	M	nucleotide binding	GO:0000166
sll0493	B	metabolic process	GO:0008152
sll0493	B	potassium ion transport	GO:0006813
sll0493	M	binding	GO:0005488
sll0493	M	catalytic activity	GO:0003824
sll0493	M	cation transmembrane transporter activity	GO:0008324
sll0496	C	integral to membrane	GO:0016021
sll0499	M	binding	GO:0005488
sll0502	B	arginyl-tRNA aminoacylation	GO:0006420
sll0502	B	tRNA aminoacylation for protein translation	GO:0006418
sll0502	B	translation	GO:0006412
sll0502	C	cytoplasm	GO:0005737
sll0502	M	ATP binding	GO:0005524
sll0502	M	aminoacyl-tRNA ligase activity	GO:0004812
sll0502	M	arginine-tRNA ligase activity	GO:0004814
sll0502	M	nucleotide binding	GO:0000166
sll0503	C	intracellular	GO:0005622
sll0503	M	GTP binding	GO:0005525
sll0504	B	lysine biosynthetic process via diaminopimelate	GO:0009089
sll0504	M	catalytic activity	GO:0003824
sll0504	M	diaminopimelate decarboxylase activity	GO:0008836
sll0506	M	transferase activity, transferring alkyl or aryl (other than methyl) groups	GO:0016765
sll0507	B	cobalt ion transport	GO:0006824
sll0507	B	magnesium ion transport	GO:0015693
sll0507	B	metal ion transport	GO:0030001
sll0507	B	transmembrane transport	GO:0055085
sll0507	C	membrane	GO:0016020
sll0507	M	cobalt ion transmembrane transporter activity	GO:0015087
sll0507	M	magnesium ion transmembrane transporter activity	GO:0015095
sll0507	M	metal ion transmembrane transporter activity	GO:0046873
sll0509	M	ATP adenylyltransferase activity	GO:0003877
sll0509	M	ATP binding	GO:0005524
sll0509	M	catalytic activity	GO:0003824
sll0513	B	biosynthetic process	GO:0009058
sll0513	M	transferase activity	GO:0016740
sll0514	M	hydrolase activity	GO:0016787
sll0517	M	nucleic acid binding	GO:0003676
sll0517	M	nucleotide binding	GO:0000166
sll0519	B	oxidation reduction	GO:0055114
sll0519	C	membrane	GO:0016020
sll0520	B	oxidation reduction	GO:0055114
sll0520	C	membrane	GO:0016020
sll0520	M	4 iron, 4 sulfur cluster binding	GO:0051539
sll0520	M	NADH dehydrogenase (ubiquinone) activity	GO:0008137
sll0520	M	electron carrier activity	GO:0009055
sll0520	M	iron-sulfur cluster binding	GO:0051536
sll0520	M	oxidoreductase activity	GO:0016491
sll0520	M	oxidoreductase activity, acting on NADH or NADPH	GO:0016651
sll0521	B	oxidation reduction	GO:0055114
sll0521	M	NADH dehydrogenase (ubiquinone) activity	GO:0008137
sll0528	B	proteolysis	GO:0006508
sll0528	M	metalloendopeptidase activity	GO:0004222
sll0529	B	carbohydrate metabolic process	GO:0005975
sll0529	B	metabolic process	GO:0008152
sll0529	M	aldehyde-lyase activity	GO:0016832
sll0529	M	catalytic activity	GO:0003824
sll0533	B	protein folding	GO:0006457
sll0533	B	protein transport	GO:0015031
sll0534	B	proteolysis	GO:0006508
sll0534	M	serine-type endopeptidase activity	GO:0004252
sll0535	B	protein folding	GO:0006457
sll0535	B	protein metabolic process	GO:0019538
sll0535	M	ATP binding	GO:0005524
sll0535	M	ATPase activity	GO:0016887
sll0535	M	nucleoside-triphosphatase activity	GO:0017111
sll0535	M	nucleotide binding	GO:0000166
sll0535	M	protein dimerization activity	GO:0046983
sll0535	M	unfolded protein binding	GO:0051082
sll0535	M	zinc ion binding	GO:0008270
sll0536	B	metabolic process	GO:0008152
sll0536	B	potassium ion transport	GO:0006813
sll0536	M	binding	GO:0005488
sll0536	M	catalytic activity	GO:0003824
sll0536	M	cation transmembrane transporter activity	GO:0008324
sll0537	B	signal transduction	GO:0007165
sll0537	B	transmembrane transport	GO:0055085
sll0537	B	transport	GO:0006810
sll0537	C	integral to membrane	GO:0016021
sll0537	C	membrane	GO:0016020
sll0537	M	ammonium transmembrane transporter activity	GO:0008519
sll0537	M	signal transducer activity	GO:0004871
sll0542	B	metabolic process	GO:0008152
sll0542	M	AMP binding	GO:0016208
sll0542	M	acetate-CoA ligase activity	GO:0003987
sll0542	M	catalytic activity	GO:0003824
sll0544	B	DNA replication	GO:0006260
sll0544	C	DNA polymerase III complex	GO:0009360
sll0544	M	DNA binding	GO:0003677
sll0544	M	DNA-directed DNA polymerase activity	GO:0003887
sll0545	C	membrane	GO:0016020
sll0545	M	catalytic activity	GO:0003824
sll0546	B	translation	GO:0006412
sll0546	B	translational initiation	GO:0006413
sll0546	M	translation initiation factor activity	GO:0003743
sll0549	B	DNA replication	GO:0006260
sll0549	M	DNA binding	GO:0003677
sll0549	M	DNA-directed DNA polymerase activity	GO:0003887
sll0549	M	catalytic activity	GO:0003824
sll0550	M	FMN binding	GO:0010181
sll0550	M	hydrolase activity	GO:0016787
sll0550	M	oxidoreductase activity	GO:0016491
sll0554	B	oxidation reduction	GO:0055114
sll0554	M	ferredoxin reductase activity	GO:0008937
sll0556	B	cation transport	GO:0006812
sll0556	B	metabolic process	GO:0008152
sll0556	B	potassium ion transport	GO:0006813
sll0556	B	transmembrane transport	GO:0055085
sll0556	C	integral to membrane	GO:0016021
sll0556	M	binding	GO:0005488
sll0556	M	catalytic activity	GO:0003824
sll0556	M	solute:hydrogen antiporter activity	GO:0015299
sll0567	B	regulation of transcription, DNA-dependent	GO:0006355
sll0567	M	transcription factor activity	GO:0003700
sll0569	B	DNA metabolic process	GO:0006259
sll0569	B	DNA repair	GO:0006281
sll0569	C	cytoplasm	GO:0005737
sll0569	M	ATP binding	GO:0005524
sll0569	M	DNA binding	GO:0003677
sll0569	M	DNA-dependent ATPase activity	GO:0008094
sll0569	M	nucleoside-triphosphatase activity	GO:0017111
sll0569	M	nucleotide binding	GO:0000166
sll0569	M	single-stranded DNA binding	GO:0003697
sll0573	B	arginine metabolic process	GO:0006525
sll0573	B	cellular amino acid biosynthetic process	GO:0008652
sll0573	M	carbamate kinase activity	GO:0008804
sll0574	B	transport	GO:0006810
sll0574	C	membrane	GO:0016020
sll0574	M	ATP binding	GO:0005524
sll0574	M	ATPase activity, coupled to transmembrane movement of substances	GO:0042626
sll0575	M	ATP binding	GO:0005524
sll0575	M	ATPase activity	GO:0016887
sll0575	M	nucleoside-triphosphatase activity	GO:0017111
sll0575	M	nucleotide binding	GO:0000166
sll0576	B	cellular metabolic process	GO:0044237
sll0576	B	metabolic process	GO:0008152
sll0576	M	binding	GO:0005488
sll0576	M	catalytic activity	GO:0003824
sll0576	M	coenzyme binding	GO:0050662
sll0578	B	'de novo' IMP biosynthetic process	GO:0006189
sll0578	M	ATP binding	GO:0005524
sll0578	M	catalytic activity	GO:0003824
sll0578	M	phosphoribosylaminoimidazole carboxylase activity	GO:0004638
sll0590	B	transmembrane transport	GO:0055085
sll0590	C	membrane	GO:0016020
sll0593	B	glycolysis	GO:0006096
sll0593	M	ATP binding	GO:0005524
sll0593	M	glucokinase activity	GO:0004340
sll0594	B	regulation of transcription	GO:0045449
sll0594	B	regulation of transcription, DNA-dependent	GO:0006355
sll0594	C	intracellular	GO:0005622
sll0594	M	DNA binding	GO:0003677
sll0594	M	transcription factor activity	GO:0003700
sll0597	B	cytochrome complex assembly	GO:0017004
sll0597	B	heme transport	GO:0015886
sll0597	C	membrane	GO:0016020
sll0597	M	heme transporter activity	GO:0015232
sll0601	B	nitrogen compound metabolic process	GO:0006807
sll0601	M	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	GO:0016810
sll0602	M	catalytic activity	GO:0003824
sll0603	B	menaquinone biosynthetic process	GO:0009234
sll0603	M	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	GO:0070204
sll0603	M	catalytic activity	GO:0003824
sll0603	M	thiamin pyrophosphate binding	GO:0030976
sll0613	B	DNA recombination	GO:0006310
sll0613	B	DNA repair	GO:0006281
sll0613	M	ATP binding	GO:0005524
sll0613	M	DNA binding	GO:0003677
sll0613	M	four-way junction helicase activity	GO:0009378
sll0613	M	nucleoside-triphosphatase activity	GO:0017111
sll0613	M	nucleotide binding	GO:0000166
sll0615	C	membrane	GO:0016020
sll0616	B	intracellular protein transport	GO:0006886
sll0616	B	protein import	GO:0017038
sll0616	B	protein targeting	GO:0006605
sll0616	C	membrane	GO:0016020
sll0616	M	ATP binding	GO:0005524
sll0616	M	protein binding	GO:0005515
sll0621	B	cytochrome complex assembly	GO:0017004
sll0621	B	oxidation reduction	GO:0055114
sll0621	C	membrane	GO:0016020
sll0622	B	NAD biosynthetic process	GO:0009435
sll0622	M	quinolinate synthetase A activity	GO:0008987
sll0337	B	peptidyl-histidine phosphorylation	GO:0018106
sll0337	B	phosphorylation	GO:0016310
sll0337	B	signal transduction	GO:0007165
sll0337	C	membrane	GO:0016020
sll0337	M	ATP binding	GO:0005524
sll0337	M	protein histidine kinase activity	GO:0004673
sll0337	M	signal transducer activity	GO:0004871
sll0337	M	transferase activity, transferring phosphorus-containing groups	GO:0016772
sll0337	M	two-component sensor activity	GO:0000155
sll0370	B	metabolic process	GO:0008152
sll0370	B	nitrogen compound metabolic process	GO:0006807
sll0370	M	ATP binding	GO:0005524
sll0370	M	carbamoyl-phosphate synthase activity	GO:0004086
sll0370	M	catalytic activity	GO:0003824
sll0377	B	DNA repair	GO:0006281
sll0377	B	regulation of transcription, DNA-dependent	GO:0006355
sll0377	M	ATP binding	GO:0005524
sll0377	M	ATP-dependent helicase activity	GO:0008026
sll0377	M	damaged DNA binding	GO:0003684
sll0377	M	helicase activity	GO:0004386
sll0377	M	nucleic acid binding	GO:0003676
sll0377	M	transcription factor activity	GO:0003700
sll0408	B	protein folding	GO:0006457
sll0408	M	peptidyl-prolyl cis-trans isomerase activity	GO:0003755
sll0495	B	asparaginyl-tRNA aminoacylation	GO:0006421
sll0495	B	aspartyl-tRNA aminoacylation	GO:0006422
sll0495	B	tRNA aminoacylation for protein translation	GO:0006418
sll0495	B	translation	GO:0006412
sll0495	C	cytoplasm	GO:0005737
sll0495	M	ATP binding	GO:0005524
sll0495	M	aminoacyl-tRNA ligase activity	GO:0004812
sll0495	M	asparagine-tRNA ligase activity	GO:0004816
sll0495	M	aspartate-tRNA ligase activity	GO:0004815
sll0495	M	nucleic acid binding	GO:0003676
sll0495	M	nucleotide binding	GO:0000166
sll0379	B	lipid biosynthetic process	GO:0008610
sll0379	M	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity	GO:0008780
sll0379	M	transferase activity	GO:0016740
sll0401	B	cellular carbohydrate metabolic process	GO:0044262
sll0401	B	tricarboxylic acid cycle	GO:0006099
sll0401	C	cytoplasm	GO:0005737
sll0401	M	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	GO:0046912
sll0450	B	aerobic respiration	GO:0009060
sll0450	C	integral to membrane	GO:0016021
sll0450	M	electron carrier activity	GO:0009055
sll0450	M	heme binding	GO:0020037
sll0450	M	iron ion binding	GO:0005506
sll0482	B	lipid metabolic process	GO:0006629
sll0482	M	triglyceride lipase activity	GO:0004806
sll0555	B	cellular process	GO:0009987
sll0555	B	proteolysis	GO:0006508
sll0555	M	aminopeptidase activity	GO:0004177
sll0555	M	metalloexopeptidase activity	GO:0008235
sll0587	B	glycolysis	GO:0006096
sll0587	M	catalytic activity	GO:0003824
sll0587	M	magnesium ion binding	GO:0000287
sll0587	M	potassium ion binding	GO:0030955
sll0587	M	pyruvate kinase activity	GO:0004743
sll0522	B	ATP synthesis coupled electron transport	GO:0042773
sll0522	B	oxidation reduction	GO:0055114
sll0522	M	oxidoreductase activity, acting on NADH or NADPH	GO:0016651
sll0541	B	lipid metabolic process	GO:0006629
sll0541	B	oxidation reduction	GO:0055114
sll0541	M	oxidoreductase activity	GO:0016491
sll0541	M	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	GO:0016717
sll0626	M	catalytic activity	GO:0003824
sll0631	B	NAD biosynthetic process	GO:0009435
sll0631	B	oxidation reduction	GO:0055114
sll0631	C	cytoplasm	GO:0005737
sll0631	M	L-aspartate oxidase activity	GO:0008734
sll0631	M	electron carrier activity	GO:0009055
sll0631	M	oxidoreductase activity	GO:0016491
sll0634	B	thiamin biosynthetic process	GO:0009228
sll0634	M	thiamin-phosphate diphosphorylase activity	GO:0004789
sll0635	B	metabolic process	GO:0008152
sll0635	B	thiamin biosynthetic process	GO:0009228
sll0635	M	catalytic activity	GO:0003824
sll0635	M	thiamin-phosphate diphosphorylase activity	GO:0004789
sll0639	M	hydrolase activity	GO:0016787
sll0639	M	manganese ion binding	GO:0030145
sll0640	B	metabolic process	GO:0008152
sll0640	B	potassium ion transport	GO:0006813
sll0640	B	sodium ion transport	GO:0006814
sll0640	B	transmembrane transport	GO:0055085
sll0640	C	membrane	GO:0016020
sll0640	M	binding	GO:0005488
sll0640	M	catalytic activity	GO:0003824
sll0640	M	cation transmembrane transporter activity	GO:0008324
sll0640	M	transporter activity	GO:0005215
sll0643	C	cytoplasm	GO:0005737
sll0643	M	ATP binding	GO:0005524
sll0643	M	nickel ion binding	GO:0016151
sll0643	M	nucleoside-triphosphatase activity	GO:0017111
sll0643	M	nucleotide binding	GO:0000166
sll0646	B	cyclic nucleotide biosynthetic process	GO:0009190
sll0646	B	intracellular signaling cascade	GO:0007242
