idone	gname	id	cog	ref.prot
16331449	-	sll0412	COG4399S	NP_442177.1
16331450	-	sll0410	COG0824R	NP_442178.1
16331451	-	sll0409	COG4948MR	NP_442179.1
16331452	-	sll0408	COG0652O	NP_442180.1
16331453	efp	slr0434	COG0231J	NP_442181.1
16331454	accB	slr0435	COG0511I	NP_442182.1
16331455	ccmK	slr0436	COG4577QC	NP_442183.1
16331456	-	sll0406	COG1848R	NP_442184.1
16331457	-	sll0405	-	NP_442185.1
16331458	glcD	sll0404	COG0277C	NP_442186.1
16331459	-	slr0438	-	NP_442187.1
16331460	-	sll0403	-	NP_442188.1
16331461	-	slr0439	COG2319R	NP_442189.1
16331462	-	ssl0769	COG3335L	NP_442190.1
16331463	aspC	sll0402	COG0436E	NP_442191.1
16331464	gltA	sll0401	COG0372C	NP_442192.1
16331465	-	sll0400	COG2062T	NP_442193.1
16331466	-	slr0440	COG0596R	NP_442194.1
16331467	-	slr0049	COG1748E	NP_442195.1
16331468	ycf40	ssr0102	COG2104H	NP_442196.1
16331469	-	slr0050	COG1234R	NP_442197.1
16331470	-	sll0072	-	NP_442198.1
16331471	-	sll0071	COG0438M	NP_442199.1
16331472	purU	sll0070	COG0788F	NP_442200.1
16331473	icfA	slr0051	COG0288P	NP_442201.1
16331474	-	sll0069	COG3484O	NP_442202.1
16331475	-	sll0068	COG5635T	NP_442203.1
16331476	gst	sll0067	COG0625O	NP_442204.1
16331477	-	sll0066	-	NP_442205.1
16331478	ilvH	sll0065	COG0440E	NP_442206.1
16331479	-	ssr0109	-	NP_442207.1
16331480	-	slr0053	COG0319R	NP_442208.1
16331481	dgkA	slr0054	COG0818M	NP_442209.1
16331482	trpG	slr0055	COG0512EH	NP_442210.1
16331483	chlG	slr0056	COG0382H	NP_442211.1
16331484	-	sll0064	COG0834ET	NP_442212.1
16331485	-	sll0063	COG0628R	NP_442213.1
16331486	-	sll0062	-	NP_442214.1
16331487	-	slr0058	COG3937S	NP_442215.1
16331488	-	slr0059	-	NP_442216.1
16331489	-	slr0060	COG1752R	NP_442217.1
16331490	-	slr0061	-	NP_442218.1
16331491	-	sll0060	COG0628R	NP_442219.1
16331492	dnaK	sll0058	COG0443O	NP_442220.1
16331493	grpE	sll0057	COG0576O	NP_442221.1
16331494	gspE	slr0063	COG2804NU	NP_442222.1
16331495	-	slr0064	COG0116L	NP_442223.1
16331496	-	slr0065	-	NP_442224.1
16331497	ribG	slr0066	COG0117H	NP_442225.1
16331498	-	sll0055	COG0612R	NP_442226.1
16331499	-	slr0067	COG0489D	NP_442227.1
16331500	accC	sll0053	COG4770I	NP_442228.1
16331501	-	slr0069	COG3224S	NP_442229.1
16331502	-	sll0051	COG0590FJ	NP_442230.1
16331503	fmt	slr0070	COG0223J	NP_442231.1
16331504	natA	slr0467	COG0411E	NP_442232.1
16331505	-	slr0468	-	NP_442233.1
16331506	rpsD	slr0469	COG0522J	NP_442234.1
16331507	-	sll0462	COG0628R	NP_442235.1
16331508	proA	sll0461	COG0014E	NP_442236.1
16331509	phy	slr0473	COG4251T	NP_442237.1
16331510	-	slr0474	COG3437KT	NP_442238.1
16331511	uvrB	sll0459	COG0556L	NP_442239.1
16331512	-	slr0476	-	NP_442240.1
16331513	psbX	sml0002	-	NP_442241.1
16331514	purN	slr0477	COG0299F	NP_442242.1
16331515	-	slr0479	-	NP_442243.1
16331516	ycf46	slr0480	COG0464O	NP_442244.1
16331517	-	slr0482	COG2226H	NP_442245.1
16331518	-	slr0483	-	NP_442246.1
16331519	-	slr0484	COG4250T	NP_442247.1
16331520	-	slr0487	-	NP_442248.1
16331521	-	slr0488	COG0728R	NP_442249.1
16331522	-	slr0489	-	NP_442250.1
16331523	-	slr0491	COG2105S	NP_442251.1
16331524	menE	slr0492	COG0318IQ	NP_442252.1
16331525	rfbM	slr0493	COG0662G	NP_442253.1
16331526	-	sll0456	COG0451MG	NP_442254.1
16331527	thrA	sll0455	COG0460E	NP_442255.1
16331528	-	slr0495	COG2091H	NP_442256.1
16331529	-	slr0496	-	NP_442257.1
16331530	pheS	sll0454	COG0016J	NP_442258.1
16331531	-	sll0691	-	NP_442259.1
16331532	vapC	sll0690	COG1487R	NP_442260.1
16331533	-	ssl1300	COG4456S	NP_442261.1
16331534	-	sll0689	COG0475P	NP_442262.1
16331535	-	sll0688	-	NP_442263.1
16331536	-	sll0687	COG1595K	NP_442264.1
16331537	-	sll0686	COG0785O	NP_442265.1
16331538	-	sll0685	COG0526OC	NP_442266.1
16331539	pstB	sll0684	COG1117P	NP_442267.1
16331540	pstB	sll0683	COG1117P	NP_442268.1
16331541	pstA	sll0682	COG0581P	NP_442269.1
16331542	pstC	sll0681	COG0573P	NP_442270.1
16331543	pstS	sll0680	COG0226P	NP_442271.1
16331544	sphX	sll0679	COG0226P	NP_442272.1
16331545	-	slr0719	COG1357S	NP_442273.1
16331546	rpsN	slr0628	COG0199J	NP_442274.1
16331547	im30	sll0617	COG1842KT	NP_442275.1
16331548	-	slr0630	COG0491R	NP_442276.1
16331549	secA	sll0616	COG0653U	NP_442277.1
16331550	-	sll0615	COG2119S	NP_442278.1
16331551	-	sll0614	-	NP_442279.1
16331552	ruvB	sll0613	COG2255L	NP_442280.1
16331553	thiG	slr0633	COG2022H	NP_442281.1
16331554	-	slr0634	-	NP_442282.1
16331555	-	slr0635	COG0354R	NP_442283.1
16331556	-	sll0611	-	NP_442284.1
16331557	cobS	slr0636	COG0368H	NP_442285.1
16331558	-	slr0637	-	NP_442286.1
16331559	glyQ	slr0638	COG0752J	NP_442287.1
16331560	-	slr0639	COG0668M	NP_442288.1
16331561	-	slr0640	COG0642T	NP_442289.1
16331562	-	sll0609	-	NP_442290.1
16331563	-	sll0608	-	NP_442291.1
16331564	-	slr0642	COG2211G	NP_442292.1
16331565	-	slr0643	COG0750M	NP_442293.1
16331566	-	sll0606	COG0683E	NP_442294.1
16331567	-	slr0644	COG0042J	NP_442295.1
16331568	menD	sll0603	COG1165H	NP_442296.1
16331569	-	sll0602	COG0631T	NP_442297.1
16331570	-	slr0645	-	NP_442298.1
16331571	dacB	slr0646	COG2027M	NP_442299.1
16331572	-	sll0601	COG0388R	NP_442300.1
16331573	metG	slr0649	COG0143J	NP_442301.1
16331574	-	slr0650	COG1432S	NP_442302.1
16331575	dgt	sll0398	COG0232F	NP_442303.1
16331576	-	sll0397	COG4330S	NP_442304.1
16331577	-	sll0396	COG0745TK	NP_442305.1
16331578	-	sll0395	COG0406G	NP_442306.1
16331579	-	sll0394	-	NP_442307.1
16331580	napA	slr0415	COG0475P	NP_442308.1
16331581	-	slr0416	-	NP_442309.1
16331582	gyrA	slr0417	COG0188L	NP_442310.1
16331583	-	slr0418	-	NP_442311.1
16331584	-	sll0385	COG1122P	NP_442312.1
16331585	-	sll0384	COG0619P	NP_442313.1
16331586	cbiM	sll0383	COG0310P	NP_442314.1
16331587	-	sll0382	-	NP_442315.1
16331588	-	sll0381	-	NP_442316.1
16331589	-	ssr0692	-	NP_442317.1
16331590	-	ssl0750	-	NP_442318.1
16331591	-	ssr0693	-	NP_442319.1
16331592	rfbW	sll0380	COG0438M	NP_442320.1
16331593	lpxA	sll0379	COG1043M	NP_442321.1
16331594	-	slr0420	-	NP_442322.1
16331595	-	slr0421	COG4814R	NP_442323.1
16331596	cysG	sll0378	COG0007H	NP_442324.1
16331597	mfd	sll0377	COG1197LK	NP_442325.1
16331598	-	sll0376	-	NP_442326.1
16331599	rlpA	slr0423	COG0797M	NP_442327.1
16331600	braG	sll0374	COG0410E	NP_442328.1
16331601	proA	sll0373	COG0014E	NP_442329.1
16331602	-	sll0372	-	NP_442330.1
16331603	-	ssl0738	COG1598S	NP_442331.1
16331604	-	sll0371	COG3344L	NP_442332.1
16331606	-	sll0369	-	NP_442334.1
16331607	pyrR	sll0368	COG2065F	NP_442335.1
16331608	folE	slr0426	COG0302H	NP_442336.1
16331609	-	slr0427	COG1058R	NP_442337.1
16331610	-	sll0189	COG0792L	NP_442338.1
16331611	-	sll0188	-	NP_442339.1
16331612	lytB	slr0191	COG2385D	NP_442340.1
16331613	-	slr0192	COG0607P	NP_442341.1
16331614	-	slr0193	COG0724R	NP_442342.1
16331615	rpiA	slr0194	COG0120G	NP_442343.1
16331616	-	slr0195	COG0823U	NP_442344.1
16331617	-	slr0196	-	NP_442345.1
16331618	-	slr0197	COG1502I	NP_442346.1
16331619	-	sll0185	COG3330S	NP_442347.1
16331620	-	slr0199	COG0121R	NP_442348.1
16331621	rpoD	sll0184	COG0568K	NP_442349.1
16331622	hdrB	slr0201	COG2048C	NP_442350.1
16331623	-	ssl0353	COG0762S	NP_442351.1
16331624	-	sll0183	COG1357S	NP_442352.1
16331625	-	ssl0352	-	NP_442353.1
16331626	-	sll0182	COG4178R	NP_442354.1
16331627	-	sll0181	-	NP_442355.1
16331628	-	ssl0350	COG1598S	NP_442356.1
16331629	-	sll0180	COG1566V	NP_442357.1
16331630	-	slr0204	COG0824R	NP_442358.1
16331631	gltX	sll0179	COG0008J	NP_442359.1
16331632	-	slr0207	COG2187S	NP_442360.1
16331633	-	slr0208	COG0760O	NP_442361.1
16331634	ftrV	ssr0330	-	NP_442362.1
16331635	-	slr0209	-	NP_442363.1
16331636	-	slr0210	COG0642T	NP_442364.1
16331637	-	ssr0332	-	NP_442365.1
16331638	-	slr0211	-	NP_442366.1
16331639	-	ssl0331	COG0759S	NP_442367.1
16331640	metH	slr0212	COG1410E	NP_442368.1
16331641	-	ssr0336	COG1598S	NP_442369.1
16331642	-	sll0178	COG5635T	NP_442370.1
16331643	-	sll0888	COG4636S	NP_442371.1
16331644	-	ssr1513	COG1410E	NP_442372.1
16331645	-	sll0887	COG0312R	NP_442373.1
16331646	-	sll0886	COG4783R	NP_442374.1
16331647	-	slr0895	COG1309K	NP_442375.1
16331648	-	slr0896	COG0534V	NP_442376.1
16331649	-	slr0897	-	NP_442377.1
16331650	nirA	slr0898	COG0155P	NP_442378.1
16331651	cynS	slr0899	COG1513P	NP_442379.1
16331652	moeA	slr0900	COG0303H	NP_442380.1
16331653	moaA	slr0901	COG2896H	NP_442381.1
16331654	moaC	slr0902	COG0315H	NP_442382.1
16331655	-	ssr1527	COG1977H	NP_442383.1
16331656	moaE	slr0903	COG0314H	NP_442384.1
16331657	-	ssr1528	-	NP_442385.1
16331658	-	slr0904	COG0606O	NP_442386.1
16331659	bchE	slr0905	COG1032C	NP_442387.1
16331660	psbB	slr0906	-	NP_442388.1
16331661	-	slr0907	-	NP_442389.1
16331662	-	slr0909	-	NP_442390.1
16331663	-	slr0912	-	NP_442391.1
16331664	-	slr0913	-	NP_442392.1
16331665	-	slr0914	-	NP_442393.1
16331666	-	slr0915	-	NP_442394.1
16331668	map	slr0918	COG0024J	NP_442396.1
16331669	-	slr0919	COG3011S	NP_442397.1
16331670	-	slr0920	COG1051F	NP_442398.1
16331671	panD	sll0892	COG0853H	NP_442399.1
16331672	citH	sll0891	COG0039C	NP_442400.1
16331673	-	ssl1690	-	NP_442401.1
16331674	-	slr0921	-	NP_442402.1
16331675	pth	slr0922	COG0193J	NP_442403.1
16331676	-	slr0923	-	NP_442404.1
16331677	-	slr0924	-	NP_442405.1
16331678	natB	slr0559	COG0683E	NP_442406.1
16331679	-	sll0556	COG0025P	NP_442407.1
16331681	ftrC	sll0554	COG4802C	NP_442409.1
16331682	-	sll0553	COG0596R	NP_442410.1
16331683	-	sll0552	-	NP_442411.1
16331684	-	slr0565	COG4243S	NP_442412.1
16331685	-	sll0550	COG0426C	NP_442413.1
16331686	-	sll0549	COG0613R	NP_442414.1
16331687	-	slr0569	COG1468L	NP_442415.1
16331688	-	sll0547	-	NP_442416.1
16331689	-	sll0546	COG0023J	NP_442417.1
16331690	-	sll0545	COG0671I	NP_442418.1
16331691	-	sll0544	COG1466L	NP_442419.1
16331692	-	slr0572	-	NP_442420.1
16331693	-	sll0543	-	NP_442421.1
16331694	-	ssl1046	-	NP_442422.1
16331695	-	slr0573	-	NP_442423.1
16331696	-	sgl0001	COG2954S	NP_442424.1
16331697	-	ssl1045	COG2954S	NP_442425.1
16331698	cyp	slr0574	COG2124Q	NP_442426.1
16331699	-	slr0575	-	NP_442427.1
16331700	acs	sll0542	COG0365I	NP_442428.1
16331701	-	slr0579	-	NP_442429.1
16331702	desC(des9)	sll0541	COG1398I	NP_442430.1
16331703	-	slr0580	COG4100P	NP_442431.1
16331704	-	slr0581	COG3895R	NP_442432.1
16331705	-	slr0582	-	NP_442433.1
16331706	-	sll0540	COG0226P	NP_442434.1
16331707	-	sll0539	-	NP_442435.1
16331708	-	slr0583	COG0451MG	NP_442436.1
16331709	-	slr0825	COG1506E	NP_442437.1
16331710	rpmG	ssr1398	COG0267J	NP_442438.1
16331711	rpsR	ssr1399	COG0238J	NP_442439.1
16331712	alr	slr0827	COG0787M	NP_442440.1
16331713	-	slr0829	COG3706T	NP_442441.1
16331714	bicA	sll0834	COG0659P	NP_442442.1
16331715	-	sll0833	COG1173EP	NP_442443.1
16331716	-	sll0832	COG0816L	NP_442444.1
16331717	-	ssr1407	-	NP_442445.1
16331718	dnaB	slr0833	COG0305L	NP_442446.1
16331719	moxR	slr0835	COG0714R	NP_442447.1
16331720	rfbB	slr0836	COG1088M	NP_442448.1
16331721	-	ssl1552	-	NP_442449.1
16331722	fus	sll0830	COG0480J	NP_442450.1
16331723	purM	slr0838	COG0150F	NP_442451.1
16331724	rapQ	sll0829	COG2226H	NP_442452.1
16331725	hemH	slr0839	COG0276H	NP_442453.1
16331726	nylA	sll0828	COG0154J	NP_442454.1
16331727	-	sll0827	-	NP_442455.1
16331728	-	slr0841	COG3187O	NP_442456.1
16331729	-	slr0842	COG2200T	NP_442457.1
16331730	pcnB	sll0825	COG0617J	NP_442458.1
16331731	-	ssr1425	-	NP_442459.1
16331732	ndhF	slr0844	COG1009CP	NP_442460.1
16331733	-	ssl1533	-	NP_442461.1
16331734	-	slr0845	-	NP_442462.1
16331735	sdhB	sll0823	COG0479C	NP_442463.1
16331736	-	sll0822	-	NP_442464.1
16331737	-	slr0846	COG1959K	NP_442465.1
16331738	-	sll0821	COG2200T	NP_442466.1
16331739	coaD	slr0847	COG0669H	NP_442467.1
16331740	-	slr0848	COG3599D	NP_442468.1
16331741	gidB	slr0072	COG0357M	NP_442469.1
16331742	-	slr0073	COG0643NT	NP_442470.1
16331743	-	sll0088	COG2345K	NP_442471.1
16331744	ycf24	slr0074	COG0719O	NP_442472.1
16331745	ycf16	slr0075	COG0396O	NP_442473.1
16331746	-	slr0076	COG0719O	NP_442474.1
16331747	nifS	slr0077	COG0520E	NP_442475.1
16331748	-	sll0086	COG0003P	NP_442476.1
16331749	-	sll0085	-	NP_442477.1
16331750	hisB	sll0084	COG0241E	NP_442478.1
16331751	gmhA	sll0083	COG0279G	NP_442479.1
16331752	-	slr0078	COG0720H	NP_442480.1
16331753	gspE	slr0079	COG2804NU	NP_442481.1
16331754	-	sll0082	-	NP_442482.1
16331755	rnhA	slr0080	COG0328L	NP_442483.1
16331756	-	slr0081	COG0745TK	NP_442484.1
16331757	-	slr0082	COG0621J	NP_442485.1
16331758	deaD	slr0083	COG0513LKJ	NP_442486.1
16331759	argC	sll0080	COG0002E	NP_442487.1
16331760	hisH	slr0084	COG0118E	NP_442488.1
16331761	thrS	sll0078	COG0441J	NP_442489.1
16331762	-	slr0086	COG0443O	NP_442490.1
16331763	crtO	slr0088	COG1233Q	NP_442491.1
16331764	erg6	slr0089	COG2226H	NP_442492.1
16331765	ppd	slr0090	COG3185ER	NP_442493.1
16331766	-	slr0091	COG1012C	NP_442494.1
16331767	-	slr0092	COG0463M	NP_442495.1
16331768	dnaJ	slr0093	COG0484O	NP_442496.1
16331769	-	slr0095	COG4122R	NP_442497.1
16331770	-	slr0096	COG0659P	NP_442498.1
16331771	-	slr0498	-	NP_442499.1
16331772	-	sll0489	COG1131V	NP_442500.1
16331773	hisB	slr0500	COG0131E	NP_442501.1
16331774	-	sll0488	COG4636S	NP_442502.1
16331775	-	sll0487	COG2227H	NP_442503.1
16331776	-	sll0486	-	NP_442504.1
16331777	-	sll0485	COG2197TK	NP_442505.1
16331778	-	sll0484	COG1136V	NP_442506.1
16331779	cobW	slr0502	COG0523R	NP_442507.1
16331780	-	slr0503	-	NP_442508.1
16331781	-	slr0505	COG0823U	NP_442509.1
16331782	pcr	slr0506	COG4221R	NP_442510.1
16331783	-	sll0482	COG3675I	NP_442511.1
16331784	-	sll0481	-	NP_442512.1
16331785	-	sll0480	COG0436E	NP_442513.1
16331786	-	slr0509	COG0586S	NP_442514.1
16331787	-	slr0510	COG3264M	NP_442515.1
16331788	-	ssr0871	COG5659L	NP_442516.1
16331789	-	slr0511	COG3293L	NP_442517.1
16331790	-	sll0479	COG0848U	NP_442518.1
16331791	-	sll0478	COG0848U	NP_442519.1
16331792	-	sll0477	COG0811U	NP_442520.1
16331793	-	slr0513	COG1840P	NP_442521.1
16331794	-	slr0514	-	NP_442522.1
16331795	-	slr0516	COG1357S	NP_442523.1
16331796	-	sll0474	COG0642T	NP_442524.1
16331797	-	sll0473	COG0715P	NP_442525.1
16331798	-	slr0517	COG0456R	NP_442526.1
16331799	abfB	slr0518	-	NP_442527.1
16331800	-	slr0519	COG1828F	NP_442528.1
16331801	purL	slr0520	COG0047F	NP_442529.1
16331802	-	slr0521	-	NP_442530.1
16331803	-	slr0522	-	NP_442531.1
16331804	-	sll0471	-	NP_442532.1
16331805	-	sll0470	-	NP_442533.1
16331806	prsA	sll0469	COG0462FE	NP_442534.1
16331807	bioD	slr0523	COG0132H	NP_442535.1
16331808	queA	sll0467	COG0809J	NP_442536.1
16331809	-	sll0597	COG0628R	NP_442537.1
16331810	-	sll0596	COG1402R	NP_442538.1
16331811	-	sll0595	-	NP_442539.1
16331812	-	sll0594	COG0664T	NP_442540.1
16331813	glk	sll0593	COG0837G	NP_442541.1
16331814	-	slr0615	COG1132V	NP_442542.1
16331815	-	slr0616	COG2814G	NP_442543.1
16331816	-	ssr1038	-	NP_442544.1
16331817	-	slr0617	COG0038P	NP_442545.1
16331818	-	sll0590	COG3264M	NP_442546.1
16331819	cbiP	slr0618	COG1492H	NP_442547.1
16331820	-	slr0619	COG2159R	NP_442548.1
16331821	-	ssr1041	COG0633C	NP_442549.1
16331822	-	sll0588	-	NP_442550.1
16331823	pykF	sll0587	COG0469G	NP_442551.1
16331824	-	sll0586	COG2081R	NP_442552.1
16331825	trxA	slr0623	COG3118O	NP_442553.1
16331826	-	sll0585	COG4448E	NP_442554.1
16331827	ycf36	sll0584	-	NP_442555.1
16331828	-	slr0624	COG0381M	NP_442556.1
16331829	-	slr0625	COG0786E	NP_442557.1
16331830	aroH	sll0109	COG4401E	NP_442558.1
16331831	-	slr0626	COG0463M	NP_442559.1
16331832	-	slr0099	COG5659L	NP_442560.1
16331833	amt1	sll0108	COG0004P	NP_442561.1
16331834	eda	sll0107	COG0800G	NP_442562.1
16331835	-	slr0103	-	NP_442563.1
16331836	-	slr0104	COG1480R	NP_442564.1
16331837	-	sll0103	COG2304R	NP_442565.1
16331838	-	sll0102	-	NP_442566.1
16331839	-	slr0105	COG1192D	NP_442567.1
16331840	-	slr0106	-	NP_442568.1
16331841	-	sll0101	-	NP_442569.1
16331842	ama	sll0100	COG1473R	NP_442570.1
16331843	cbiE	sll0099	COG2241H	NP_442571.1
16331844	-	sll0098	COG0820R	NP_442572.1
16331845	-	slr0108	-	NP_442573.1
16331846	-	slr0109	COG0668M	NP_442574.1
16331847	-	sll0096	COG0702MG	NP_442575.1
16331848	-	sll0095	COG0661R	NP_442576.1
16331849	-	sll0094	COG0642T	NP_442577.1
16331850	-	slr0110	COG1192D	NP_442578.1
16331851	-	slr0111	-	NP_442579.1
16331852	-	slr0112	-	NP_442580.1
16331853	-	slr0114	COG2208TK	NP_442581.1
16331854	-	slr0115	COG0745TK	NP_442582.1
16331855	-	slr0116	-	NP_442583.1
16331856	-	ssl0172	COG5659L	NP_442584.1
16331857	-	sll0092	COG5659L	NP_442585.1
16331858	thiC	slr0118	COG0422H	NP_442586.1
16331859	brkB	slr0119	COG1295S	NP_442587.1
16331860	-	slr0120	COG0565J	NP_442588.1
16331861	-	slr0121	COG2367V	NP_442589.1
16331862	ppk	sll0290	COG0855P	NP_442590.1
16331863	minE	ssl0546	COG0851D	NP_442591.1
16331864	minD	sll0289	COG2894D	NP_442592.1
16331865	minC	sll0288	COG0850D	NP_442593.1
16331866	fraH	slr0298	COG1716T	NP_442594.1
16331867	-	slr0299	COG4845V	NP_442595.1
16331868	-	slr0300	COG4636S	NP_442596.1
16331869	ppsA	slr0301	COG0574G	NP_442597.1
16331870	-	slr0302	COG2199T	NP_442598.1
16331871	-	slr0303	COG2226H	NP_442599.1
16331872	-	slr0304	COG0535R	NP_442600.1
16331873	-	slr0305	COG0398S	NP_442601.1
16331874	-	slr0306	COG0737F	NP_442602.1
16331875	-	sll0286	COG0456R	NP_442603.1
16331876	-	sll0284	COG0433R	NP_442604.1
16331877	-	sll0283	COG4026R	NP_442605.1
16331878	-	slr0309	COG1032C	NP_442606.1
16331879	-	sll0282	-	NP_442607.1
16331880	-	sll0281	-	NP_442608.1
16331881	-	sll0280	-	NP_442609.1
16331882	-	slr0311	COG4585T	NP_442610.1
16331883	-	slr0312	COG2197TK	NP_442611.1
16331884	-	slr0313	COG1651O	NP_442612.1
16331885	-	slr0314	COG0596R	NP_442613.1
16331886	-	slr0315	COG4221R	NP_442614.1
16331887	-	slr0316	-	NP_442615.1
16331888	-	slr0317	COG0702MG	NP_442616.1
16331889	-	slr0318	COG0251J	NP_442617.1
16331890	blaOXA-3	slr0319	COG2602V	NP_442618.1
16331891	-	ssl0511	-	NP_442619.1
16331892	map	slr0786	COG0024J	NP_442620.1
16331893	-	sll0800	COG5464S	NP_442621.1
16331894	-	slr0787	COG1056H	NP_442622.1
16331895	-	slr0788	COG1488H	NP_442623.1
16331896	-	slr0789	COG3448T	NP_442624.1
16331897	umuC	slr0790	COG0389L	NP_442625.1
16331898	-	sll0798	COG0642T	NP_442626.1
16331899	-	sll0797	COG0745TK	NP_442627.1
16331900	-	slr0793	COG0845M	NP_442628.1
16331901	-	slr0794	COG3696P	NP_442629.1
16331902	-	slr0795	COG4678G	NP_442630.1
16331903	nreB	slr0796	COG2814G	NP_442631.1
16331904	merR	sll0794	COG2082H	NP_442632.1
16331905	-	slr0797	COG2217P	NP_442633.1
16331906	-	sll0793	COG1742S	NP_442634.1
16331907	smtB	sll0792	COG0640K	NP_442635.1
16331908	ziaA	slr0798	COG2217P	NP_442636.1
16331909	-	sll0790	COG0642T	NP_442637.1
16331910	-	sll0789	COG0745TK	NP_442638.1
16331911	-	sll0788	COG3544S	NP_442639.1
16331912	-	slr0799	COG3293L	NP_442640.1
16331913	-	slr0800	COG3293L	NP_442641.1
16331914	-	ssl1464	-	NP_442642.1
16331915	-	sll0787	COG2144R	NP_442643.1
16331916	-	sll0786	-	NP_442644.1
16331917	-	sll0785	COG2516R	NP_442645.1
16331918	merR	sll0784	COG0388R	NP_442646.1
16331919	-	sll0783	-	NP_442647.1
16331920	-	slr0801	COG2072P	NP_442648.1
16331921	-	sll0782	COG2197TK	NP_442649.1
16331922	-	sll0781	COG3558S	NP_442650.1
16331923	-	sll0780	-	NP_442651.1
16331924	-	sll0779	COG3706T	NP_442652.1
16331925	-	sll0778	COG1131V	NP_442653.1
16331926	-	sll0777	COG1876M	NP_442654.1
16331927	pknA	sll0776	COG0515RTKL	NP_442655.1
16331928	-	sll0775	-	NP_442656.1
16331929	ESI3	ssr1169	COG0401S	NP_442657.1
16331930	-	slr0697	COG0146EQ	NP_442658.1
16331931	-	slr0698	COG2954S	NP_442659.1
16331932	-	slr0699	-	NP_442660.1
16331933	-	slr0700	COG0531E	NP_442661.1
16331934	merR	slr0701	COG0789K	NP_442662.1
16331935	-	slr0702	-	NP_442663.1
16331936	-	sll0678	-	NP_442664.1
16331937	-	sll0677	COG3293L	NP_442665.1
16331938	-	ssl1277	COG3328L	NP_442666.1
16331939	-	sll0676	-	NP_442667.1
16331940	-	ssr1175	COG3415L	NP_442668.1
16331941	-	slr0703	COG3293L	NP_442669.1
16331942	-	smr0002	-	NP_442670.1
16331943	-	slr0704	COG3335L	NP_442671.1
16331944	-	ssr1176	COG3335L	NP_442672.1
16331945	-	sll0672	COG0474P	NP_442673.1
16331946	-	sll0671	COG0598P	NP_442674.1
16331947	-	sll0670	COG1376S	NP_442675.1
16331948	-	sll0669	-	NP_442676.1
16331949	polA	slr0707	COG0749L	NP_442677.1
16331950	-	slr0708	-	NP_442678.1
16331951	-	sll0668	COG5659L	NP_442679.1
16331952	-	sll0667	COG5659L	NP_442680.1
16331953	-	sll0666	COG3293L	NP_442681.1
16331954	-	sll0665	COG3293L	NP_442682.1
16331955	-	sll0664	COG0322L	NP_442683.1
16331956	-	slr0709	COG0251J	NP_442684.1
16331957	gdhA	slr0710	COG0334E	NP_442685.1
16331958	-	slr0711	COG0780R	NP_442686.1
16331959	-	slr0712	COG0392S	NP_442687.1
16331960	-	sll0662	COG1141C	NP_442688.1
16331961	hypothetical protein	sll0661	-	NP_442689.1
16331962	-	ssl1263	-	NP_442690.1
16331963	pdxA	sll0660	COG1995H	NP_442691.1
16331964	petM	smr0003	-	NP_442692.1
16331965	tgt	slr0713	COG0343J	NP_442693.1
16331966	-	sll0659	COG0644C	NP_442694.1
16331967	-	sll0658	COG2405R	NP_442695.1
16331968	-	ssl1255	COG2886S	NP_442696.1
16331969	mraY	sll0657	COG0472M	NP_442697.1
16331970	-	slr0765	COG0668M	NP_442698.1
16331971	pfkA	sll0745	COG0205G	NP_442699.1
16331972	-	sll0744	COG0167F	NP_442700.1
16331973	-	sll0743	-	NP_442701.1
16331974	-	sll0742	-	NP_442702.1
16331975	nifJ	sll0741	COG0674C	NP_442703.1
16331976	-	sll0740	COG4636S	NP_442704.1
16331977	-	sll0739	COG1118P	NP_442705.1
16331978	modA	sll0738	COG0725P	NP_442706.1
16331979	-	sll0737	-	NP_442707.1
16331980	-	sll0048	COG2199T	NP_442708.1
16331981	-	sll0047	-	NP_442709.1
16331982	-	slr0022	COG0727R	NP_442710.1
16331983	sps	sll0045	COG0438M	NP_442711.1
16331984	-	slr0023	-	NP_442712.1
16331985	-	sll0044	COG0835NT	NP_442713.1
16331986	-	sll0043	COG0643NT	NP_442714.1
16331987	tar	sll0042	COG0840NT	NP_442715.1
16331988	-	sll0041	COG0840NT	NP_442716.1
16331989	-	sll0040	COG0835NT	NP_442717.1
16331990	-	sll0039	COG0745TK	NP_442718.1
16331991	-	sll0038	COG3706T	NP_442719.1
16331992	-	slr0031	COG3975R	NP_442720.1
16331993	ilvE	slr0032	COG0115EH	NP_442721.1
16331994	-	slr0033	COG0721J	NP_442722.1
16331995	-	sll0037	COG2138S	NP_442723.1
16331996	-	sll0036	COG1597IR	NP_442724.1
16331997	aspC	slr0036	COG0436E	NP_442725.1
16331998	-	sll0034	COG1876M	NP_442726.1
16331999	-	sll0033	COG1233Q	NP_442727.1
16332000	-	sll0031	COG1142C	NP_442728.1
16332001	-	slr0038	-	NP_442729.1
16332002	-	slr0039	COG0857R	NP_442730.1
16332003	cmpR	sll0030	COG0583K	NP_442731.1
16332004	cmpA	slr0040	COG0715P	NP_442732.1
16332005	cmpB	slr0041	COG0600P	NP_442733.1
16332006	-	slr0042	-	NP_442734.1
16332007	nrtC	slr0043	COG1116P	NP_442735.1
16332008	nrtD	slr0044	COG1116P	NP_442736.1
16332009	ndhD	sll0027	COG1008C	NP_442737.1
16332010	ndhF	sll0026	COG1009CP	NP_442738.1
16332011	-	sll0518	-	NP_442739.1
16332012	rbpA	sll0517	COG0724R	NP_442740.1
