id	reaction
sll1434	cyclo-Dopa 5-O-glucoside + UDP-glucuronate <=>cyclo-Dopa-glucuronylglucoside + UDP
sll1434	Betanidin + UDP-glucose <=> Betanin + UDP
sll1434	UDP-N-acetyl-D-glucosamine + G10818 <=> UDP + G13029
sll1434	UDP-glucose + Lipopolysaccharide <=> UDP +D-Glucosyllipopolysaccharide
sll1434	UDP-N-acetyl-D-glucosamine + G00028 <=> UDP + G00029
sll1434	GDP-L-fucose + G00085 <=> GDP + G00086
sll1434	Delphinidin 3-O-glucoside + UDP-glucose <=> Delphinidin3-O-sophoroside + UDP
sll1434	Urdamycin G + dTDP-D-olivose <=> Urdamycin A + dTDP
sll1434	4,4'-Diaponeurosporenic acid <=> Glycosyl-4,4'-diaponeurosporenoate
sll1434	UDP-D-galactose + nLc5Cer <=> UDP + nLc6Cer
sll1434	UDP-N-acetyl-D-galactosamine + Sda antigen - related compound <=>UDP + Sda antigen
sll1434	Betanin + UDP-glucuronate <=> Amaranthin + UDP
sll1434	UDP-N-acetyl-D-galactosamine + G00025 <=> UDP + G13023
sll1434	Delphinidin 3-O-glucoside + UDP-L-rhamnose <=> Tulipanin + UDP
sll1434	GDP-D-mannose + G10532(n) <=> GDP + G10532(n+1)
sll1434	UDP-N-acetyl-D-glucosamine + T antigen <=> UDP + G00025
sll1434	Chrysanthemin + UDP-L-rhamnose <=> Cyanidin 3-O-rutinoside + UDP
sll1434	UDP-N-acetyl-D-galactosamine + G01977 <=> UDP + G13024
sll1434	Dolichyl phosphate D-mannose + G00148 <=> Dolichyl phosphate +G00149
sll1434	GDP-mannose + Mannan(n) <=> GDP + Mannan(n+1)
sll1434	UDP-D-galactose + G00072 <=> UDP + G00073
sll1434	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) + UDP-glucose <=>Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside+ UDP
sll1434	UDP-D-galactose + G00077 <=> UDP + iso-nLc8Cer
sll1434	GDP-L-fucose + Sialyl-3-paragloboside <=> GDP +IV3NeuAc,III3Fuc-nLc4Cer
sll1434	UDP-D-galactose + Type II A antigen <=> UDP + G00057
sll1434	Dolichyl D-glucosyl phosphate + G10598 <=> Dolichyl phosphate +G10599
sll1434	Curcumin monoglucoside + UDP-glucose <=> Curcumin diglucoside + UDP
sll1434	Glucocerebroside + UDP-D-galactose <=> Lactosylceramide + UDP
sll1434	GDP-L-fucose + IV2Fuc-nLc4Cer <=> GDP + III3,IV2Fuc-nLc4Cer
sll1434	UDP-N-acetyl-D-glucosamine + G13030 <=> UDP + G13029
sll1434	Chrysanthemin + UDP-glucose <=> Cyanidin 3-O-sophoroside + UDP
sll1434	GDP-L-fucose + G00081 <=> GDP + G00082
sll1434	UDP-D-galactose + nLc7Cer <=> UDP + nLc8Cer
sll1434	GDP-D-mannose + G00004 <=> GDP + G00005
sll1434	Curcumin + UDP-glucose <=> Curcumin monoglucoside + UDP
sll1434	Glucosylceramide + UDP-D-galactose <=>beta-D-Galactosyl-1,4-beta-D-glucosylceramide + UDP
sll1434	Pelargonidin 3-O-glucoside + UDP-glucose <=> Pelargonidin3-O-sophoroside + UDP
sll1434	Demethyllactenocin + dTDP-L-mycarose <=> Demethylmacrocin + dTDP
sll1434	Dihydrozeatin + UDP-glucose <=> Dihydrozeatin-O-glucoside + UDP
sll1434	G10526 + GDP-D-mannose <=> G00006 + GDP
sll1434	100-1 + dTDP-D-olivose <=> Urdamycin B + dTDP
sll1434	GDP-L-fucose + nLc6Cer <=> GDP + III3Fuc-nLc6Cer
sll1434	G00005 + GDP-D-mannose <=> G10526 + GDP
sll1434	Dolichyl phosphate D-mannose + G00147 <=> Dolichyl phosphate +G00148
sll1434	GDP-D-mannose + G00003 <=> GDP + G00004
sll1434	4-Hydroxyphenylethanol + UDP-glucose <=> Salidroside + UDP
sll1434	Delphinidin 3-O-glucoside + UDP-glucose <=> Delphin + UDP
sll1434	Dolichyl phosphate D-mannose + G00149 <=> Dolichyl phosphate +G00140
sll1434	UDP-6-sulfoquinovose + 1,2-Diacyl-sn-glycerol <=>Sulfoquinovosyldiacylglycerol + UDP
sll1434	UDP-D-galactose + G00025 <=> UDP + G11136
sll1434	Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside +UDP-glucose <=> Ternatin C5 + UDP
sll1434	Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside) + UDP-glucuronate <=>Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside + UDP
sll1434	Betanidin + UDP-glucose <=> Gomphrenin-I + UDP
sll1434	UDP-D-galactose + Globoside <=> UDP + Galactosylgloboside
sll1434	UDP-D-galactose + Lc3Cer <=> UDP + Lc4Cer
sll1434	GDP-L-fucose + nLc8Cer <=> GDP + G00084
sll1434	Dolichyl phosphate D-mannose + G10597 <=> Dolichyl phosphate +G00007
sll1434	GDP-L-fucose + nLc6Cer <=> GDP + V3Fuc-nLc6Cer
sll1434	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole + UDP-glucose <=>cyclo-Dopa 5-O-glucoside + UDP
sll1434	UDP-N-acetyl-D-galactosamine + G01941 <=> UDP + G13025
sll1434	Galactosylceramide + UDP-D-galactose <=> Ga2-Cer + UDP
sll1434	Dolichyl D-glucosyl phosphate + G10599 <=> Dolichyl phosphate +G00008
sll1434	UDP-N-acetyl-D-glucosamine + G13027 <=> UDP + G13026
sll1434	dTDP-D-desosamine + 3-O-Mycarosylerythronolide B <=> Erythromycin D+ dTDP
sll1434	GDP-L-fucose + V3Fuc-nLc6Cer <=> GDP + V3Fuc,III3Fuc-nLc6Cer
sll1434	UDP-N-acetyl-D-glucosamine + G00020 <=> UDP + G00021
sll1434	Cyanidin 3-O-(6-O-p-coumaroyl)glucoside <=> Cyanidin3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside
sll1434	UDP-D-galactose + Tn antigen <=> UDP + T antigen
sll1434	UDP-N-acetyl-D-glucosamine + G13026 <=> UDP + G13028
sll1434	Zeaxanthin + 2 UDP-glucose <=> Zeaxanthin diglucoside + 2 UDP
sll1434	Cyanidin <=> Cyanidin 5-O-glucoside
sll1434	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine +[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol <=> di-trans,poly-cis-Undecaprenyl diphosphate+[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol
sll1434	N6,N6,N6-Trimethyl-L-lysine + 2 Protein <=> ProteinN6,N6,N6-trimethyl-L-lysine + 2 H2O
sll1434	N6-D-Biotinyl-L-lysine + 2 Peptide <=> Holo-[carboxylase] + 2 H2O
slr0984	CDP-glucose <=> CDP-4-dehydro-6-deoxy-D-glucose + H2O
sll1147	(1S,2R)-Naphthalene 1,2-oxide + Glutathione <=>(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene
sll1147	1-Nitronaphthalene-7,8-oxide + Glutathione <=>1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene
sll1147	2-Bromoacetaldehyde + Glutathione <=> S-(Formylmethyl)glutathione +Hydrobromic acid
sll1147	2,2-Dichloroacetaldehyde + Glutathione <=>S-(2,2-Dichloro-1-hydroxy)ethyl glutathione
sll1147	1,1-Dichloroethylene epoxide + Glutathione <=>2-(S-Glutathionyl)acetyl chloride + Hydrochloric acid
sll1147	Chloroacetyl chloride + Glutathione <=>S-(2-Chloroacetyl)glutathione + Hydrochloric acid
sll1147	1-Nitronaphthalene-5,6-oxide + Glutathione <=>1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene
sll1147	Benzo[a]pyrene-7,8-diol + Glutathione <=>7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene + H2O
sll1147	Benzo[a]pyrene-4,5-oxide + Glutathione <=>4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene
sll1147	(1R,2S)-Naphthalene 1,2-oxide + Glutathione <=>(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene
sll1147	1-Nitronaphthalene-5,6-oxide + Glutathione <=>1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene
sll1147	Bromobenzene-3,4-oxide + Glutathione <=>3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene
sll1147	Nitrile + Glutathione <=> Hydrogen cyanide + R-S-Glutathione
sll1147	Aldophosphamide + Glutathione <=> 4-Glutathionyl cyclophosphamide +H2O
sll1147	1,2-Dibromoethane + Glutathione <=> Glutathione episulfonium ion + 2Hydrobromic acid
sll1147	Bromobenzene-2,3-oxide + Glutathione <=>2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene
sll1147	1-Nitronaphthalene-7,8-oxide + Glutathione <=>1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene
sll1147	Trichloroethene + Glutathione <=> S-(1,2-Dichlorovinyl)glutathione +Hydrochloric acid
sll1147	(1S,2R)-Naphthalene 1,2-oxide + Glutathione <=>(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene
sll1147	Sulfuric monoester + Glutathione <=> Sulfate + R-S-Glutathione
sll1147	2-(S-Glutathionyl)acetyl chloride + Glutathione <=>2-(S-Glutathionyl)acetyl glutathione + Hydrochloric acid
sll1147	RX + Glutathione <=> HX + R-S-Glutathione
slr0891	N-Acetylmuramoyl-Ala + H2O <=> N-Acetylmuramate + L-Alanine
sll1733	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
sll0712	O-Acetyl-L-serine + Selenide <=> Selenocysteine + Acetate
sll0712	O-Acetyl-L-serine + Thiosulfate + Thioredoxin + H+ <=> L-Cysteine +Sulfite + Thioredoxin disulfide + Acetate
sll0712	O-Acetyl-L-serine + Thiosulfate <=> S-Sulfo-L-cysteine + Acetate
sll1546	Guanosine 3'-diphosphate 5'-triphosphate + H2O <=> Guanosine3',5'-bis(diphosphate) + Orthophosphate
sll1546	Polyphosphate(n) + H2O <=> Polyphosphate(n-1) + Orthophosphate
slr1793	Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate <=>D-Erythrose 4-phosphate + beta-D-Fructose 6-phosphate
slr1938	S-Methyl-5-thio-D-ribose 1-phosphate <=> S-Methyl-5-thio-D-ribulose1-phosphate
slr1994	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxooctanoyl-[acp] + NADPH + H+
slr1994	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=>3-Oxohexadecanoyl-[acp] + NADPH + H+
slr1994	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=>Acetoacetyl-[acp] + NADPH + H+
slr1994	(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH+ H+
slr1994	(3R)-3-Hydroxyacyl-[acyl-carrier protein] + NADP+ <=>3-Oxoacyl-[acyl-carrier protein] + NADPH + H+
slr1994	3-Oxostearoyl-[acp] + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-[acp] +NADP+
slr1994	(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] +NADPH + H+
slr1994	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxodecanoyl-[acp] + NADPH
slr1994	3-Oxostearoyl-CoA + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-CoA + NADP+
slr1994	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=>3-Oxotetradecanoyl-[acp] + NADPH + H+
slr2094	beta-D-Fructose 1,6-bisphosphate + H2O <=> beta-D-Fructose6-phosphate + Orthophosphate
slr1279	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
sll0513	Presqualene diphosphate + NADPH + H+ <=> Diphosphate + Squalene +NADP+
sll0513	2 trans,trans-Farnesyl diphosphate <=> Diphosphate + Presqualenediphosphate
sll0513	2 trans,trans-Farnesyl diphosphate + NADPH + H+ <=> Squalene + 2Diphosphate + NADP+
sll2010	ATP + UDP-N-acetylmuramoyl-L-alanine + D-Glutamate <=> ADP +Orthophosphate + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
sll0336	ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA
sll0336	Acetyl-CoA + Carboxybiotin-carboxyl-carrier protein <=> Malonyl-CoA+ Holo-[carboxylase]
slr0710	alpha-Amino acid + H2O + NAD+ <=> 2-Oxo acid + NH3 + NADH + H+
slr0710	alpha-Amino acid + H2O + NADP+ <=> 2-Oxo acid + NH3 + NADPH + H+
sll0927	ATP + Selenomethionine + H2O <=> Orthophosphate + Diphosphate +Se-Adenosylselenomethionine
sll0408	Peptidylproline (omega=180) <=> Peptidylproline (omega=0)
slr0844	Ubiquinol + Acceptor <=> Ubiquinone + Reduced acceptor
slr2088	2-Acetolactate + CO2 <=> 2 Pyruvate
slr2088	(S)-2-Acetolactate + Thiamin diphosphate <=>2-(alpha-Hydroxyethyl)thiamine diphosphate + Pyruvate
slr2088	Pyruvate + 2-Oxobutanoate <=> (S)-2-Aceto-2-hydroxybutanoate + CO2
slr2088	(S)-2-Acetolactate + CO2 <=> 2 Pyruvate
sll1343	R-S-Cysteinylglycine + H2O <=> S-Substituted L-cysteine + Glycine
sll0945	1,4-alpha-D-Glucan(n) + ADP-glucose <=> 1,4-alpha-D-Glucan(n+1) +ADP
sll0660	O-Phospho-4-hydroxy-L-threonine + NAD+ <=>2-Amino-3-oxo-4-phosphonooxybutyrate + NADH + H+
sll0660	O-Phospho-4-hydroxy-L-threonine + NAD+ <=> 3-Amino-2-oxopropylphosphate + NADH + H+ + CO2
slr0020	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + H2O <=> UMP +2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
slr0020	GDP-mannose + H2O <=> GMP + D-Mannose 1-phosphate
slr1271	3-O-Mycarosylerythronolide B + dTDP <=> Erythronolide B +dTDP-L-mycarose
slr1271	Premithramycinone + dTDP-D-olivose <=> Premithramycin A1 + dTDP
slr1271	UDP-D-galactose + G00102 <=> UDP + G00103
slr1271	GDP-mannose + 1,4-beta-D-Mannan <=> GDP + 1,4-beta-D-Mannan
slr1271	GDP-L-fucose + G00084 <=> GDP + G00085
slr1271	UDP-D-galactose + G00031 <=> UDP + G00032
slr1271	G02047 + 2 UDP-N-acetyl-D-glucosamine <=> G06302 + 2 UDP
slr1271	UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G10818
slr1271	GDP-mannose + N,N'-Diacetylchitobiosyldiphosphodolichol <=> GDP +alpha-D-Mannosylchitobiosyldiphosphodolichol
slr1271	Zeatin + UDP-glucose <=> trans-Zeatin-7-beta-D-glucoside + UDP
slr1271	UDP-D-galactose + Galactan <=> Galactan + UDP
slr1271	GDP-L-fucose + Paragloboside <=> GDP + III3Fuc-nLc4Cer
slr1271	Dolichyl phosphate D-mannose + G10595 <=> Dolichyl phosphate +G10596
slr1271	UDP-N-acetyl-D-glucosamine + Galactosylgloboside <=> UDP + G00102
slr1271	UDP-N-acetyl-D-glucosamine + G00015 <=> UDP + G13030
slr1271	GDP-L-fucose + nLc5Cer <=> GDP + Type II B antigen
slr1271	3-D-Glucosyl-1,2-diacylglycerol + UDP-glucose <=>Diglucosyl-diacylglycerol + UDP
slr1271	UDP-N-acetyl-D-glucosamine + nLc6Cer <=> UDP + nLc7Cer
slr1271	Pelargonidin 3-O-glucoside + UDP-glucose <=> Pelargonin + UDP
slr1271	Dolichyl phosphate D-mannose + G00145 <=> Dolichyl phosphate +G00146
slr1271	Naringenin chalcone + UDP-glucose <=> Phlorizin chalcone + UDP
slr1271	Chrysanthemin + UDP-glucose <=> Cyanin + UDP
slr1271	UDP-N-acetyl-D-glucosamine + Paragloboside <=> UDP + nLc5Cer
slr1271	GDP-L-fucose + VI2Fuc-nLc6 <=> GDP + G00081
slr1271	Phenanthroviridone aglycon <=> Jadomycin B
slr1271	Galactosylceramide + UDP-D-galactose <=> Digalactosylceramide + UDP
slr1271	Dolichyl D-glucosyl phosphate + G00007 <=> Dolichyl phosphate +G10598
slr1271	UDP-D-galactose + Lc3Cer <=> UDP + Paragloboside
slr1271	alpha-L-Rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol +GDP-mannose <=> D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid+ GDP
slr1271	Cyanidin 5-O-glucoside <=> Cyanin
slr1271	cyclo-Dopa 5-O-glucoside + UDP-glucuronate <=>cyclo-Dopa-glucuronylglucoside + UDP
slr1271	Betanidin + UDP-glucose <=> Betanin + UDP
slr1271	UDP-N-acetyl-D-glucosamine + G10818 <=> UDP + G13029
slr1271	UDP-glucose + Lipopolysaccharide <=> UDP +D-Glucosyllipopolysaccharide
slr1271	UDP-N-acetyl-D-glucosamine + G00028 <=> UDP + G00029
slr1271	GDP-L-fucose + G00085 <=> GDP + G00086
slr1271	Delphinidin 3-O-glucoside + UDP-glucose <=> Delphinidin3-O-sophoroside + UDP
slr1271	Urdamycin G + dTDP-D-olivose <=> Urdamycin A + dTDP
slr1271	4,4'-Diaponeurosporenic acid <=> Glycosyl-4,4'-diaponeurosporenoate
slr1271	UDP-D-galactose + nLc5Cer <=> UDP + nLc6Cer
slr1271	UDP-N-acetyl-D-galactosamine + Sda antigen - related compound <=>UDP + Sda antigen
slr1271	Betanin + UDP-glucuronate <=> Amaranthin + UDP
slr1271	UDP-N-acetyl-D-galactosamine + G00025 <=> UDP + G13023
slr1271	Delphinidin 3-O-glucoside + UDP-L-rhamnose <=> Tulipanin + UDP
slr1271	GDP-D-mannose + G10532(n) <=> GDP + G10532(n+1)
slr1271	UDP-N-acetyl-D-glucosamine + T antigen <=> UDP + G00025
slr1271	Chrysanthemin + UDP-L-rhamnose <=> Cyanidin 3-O-rutinoside + UDP
slr1271	UDP-N-acetyl-D-galactosamine + G01977 <=> UDP + G13024
slr1271	Dolichyl phosphate D-mannose + G00148 <=> Dolichyl phosphate +G00149
slr1271	GDP-mannose + Mannan(n) <=> GDP + Mannan(n+1)
slr1271	UDP-D-galactose + G00072 <=> UDP + G00073
slr1271	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) + UDP-glucose <=>Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside) 5-O-beta-D-glucoside+ UDP
slr1271	UDP-D-galactose + G00077 <=> UDP + iso-nLc8Cer
slr1271	GDP-L-fucose + Sialyl-3-paragloboside <=> GDP +IV3NeuAc,III3Fuc-nLc4Cer
slr1271	UDP-D-galactose + Type II A antigen <=> UDP + G00057
slr1271	Dolichyl D-glucosyl phosphate + G10598 <=> Dolichyl phosphate +G10599
slr1271	Curcumin monoglucoside + UDP-glucose <=> Curcumin diglucoside + UDP
slr1271	Glucocerebroside + UDP-D-galactose <=> Lactosylceramide + UDP
slr1271	GDP-L-fucose + IV2Fuc-nLc4Cer <=> GDP + III3,IV2Fuc-nLc4Cer
slr1271	UDP-N-acetyl-D-glucosamine + G13030 <=> UDP + G13029
slr1271	Chrysanthemin + UDP-glucose <=> Cyanidin 3-O-sophoroside + UDP
slr1271	GDP-L-fucose + G00081 <=> GDP + G00082
slr1271	UDP-D-galactose + nLc7Cer <=> UDP + nLc8Cer
slr1271	GDP-D-mannose + G00004 <=> GDP + G00005
slr1271	Curcumin + UDP-glucose <=> Curcumin monoglucoside + UDP
slr1271	Glucosylceramide + UDP-D-galactose <=>beta-D-Galactosyl-1,4-beta-D-glucosylceramide + UDP
slr1271	Pelargonidin 3-O-glucoside + UDP-glucose <=> Pelargonidin3-O-sophoroside + UDP
slr1271	Demethyllactenocin + dTDP-L-mycarose <=> Demethylmacrocin + dTDP
slr1271	Dihydrozeatin + UDP-glucose <=> Dihydrozeatin-O-glucoside + UDP
slr1271	G10526 + GDP-D-mannose <=> G00006 + GDP
slr1271	100-1 + dTDP-D-olivose <=> Urdamycin B + dTDP
slr1271	GDP-L-fucose + nLc6Cer <=> GDP + III3Fuc-nLc6Cer
slr1271	G00005 + GDP-D-mannose <=> G10526 + GDP
slr1271	Dolichyl phosphate D-mannose + G00147 <=> Dolichyl phosphate +G00148
slr1271	GDP-D-mannose + G00003 <=> GDP + G00004
slr1271	4-Hydroxyphenylethanol + UDP-glucose <=> Salidroside + UDP
slr1271	Delphinidin 3-O-glucoside + UDP-glucose <=> Delphin + UDP
slr1271	Dolichyl phosphate D-mannose + G00149 <=> Dolichyl phosphate +G00140
slr1271	UDP-6-sulfoquinovose + 1,2-Diacyl-sn-glycerol <=>Sulfoquinovosyldiacylglycerol + UDP
slr1271	UDP-D-galactose + G00025 <=> UDP + G11136
slr1271	Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside +UDP-glucose <=> Ternatin C5 + UDP
slr1271	Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside) + UDP-glucuronate <=>Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside + UDP
slr1271	Betanidin + UDP-glucose <=> Gomphrenin-I + UDP
slr1271	UDP-D-galactose + Globoside <=> UDP + Galactosylgloboside
slr1271	UDP-D-galactose + Lc3Cer <=> UDP + Lc4Cer
slr1271	GDP-L-fucose + nLc8Cer <=> GDP + G00084
slr1271	Dolichyl phosphate D-mannose + G10597 <=> Dolichyl phosphate +G00007
slr1271	GDP-L-fucose + nLc6Cer <=> GDP + V3Fuc-nLc6Cer
slr1271	2-Carboxy-2,3-dihydro-5,6-dihydroxyindole + UDP-glucose <=>cyclo-Dopa 5-O-glucoside + UDP
slr1271	UDP-N-acetyl-D-galactosamine + G01941 <=> UDP + G13025
slr1271	Galactosylceramide + UDP-D-galactose <=> Ga2-Cer + UDP
slr1271	Dolichyl D-glucosyl phosphate + G10599 <=> Dolichyl phosphate +G00008
slr1271	UDP-N-acetyl-D-glucosamine + G13027 <=> UDP + G13026
slr1271	dTDP-D-desosamine + 3-O-Mycarosylerythronolide B <=> Erythromycin D+ dTDP
slr1271	GDP-L-fucose + V3Fuc-nLc6Cer <=> GDP + V3Fuc,III3Fuc-nLc6Cer
slr1271	UDP-N-acetyl-D-glucosamine + G00020 <=> UDP + G00021
slr1271	Cyanidin 3-O-(6-O-p-coumaroyl)glucoside <=> Cyanidin3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside
slr1271	UDP-D-galactose + Tn antigen <=> UDP + T antigen
slr1271	UDP-N-acetyl-D-glucosamine + G13026 <=> UDP + G13028
slr1271	Zeaxanthin + 2 UDP-glucose <=> Zeaxanthin diglucoside + 2 UDP
slr1271	Cyanidin <=> Cyanidin 5-O-glucoside
sll1561	L-1-Pyrroline-3-hydroxy-5-carboxylate + NADP+ + 2 H2O <=>L-erythro-4-Hydroxyglutamate + NADPH + H+
sll1561	L-erythro-4-Hydroxyglutamate + NADH + H+ <=> L-4-Hydroxyglutamatesemialdehyde + NAD+ + H2O
sll1561	(S)-1-Pyrroline-5-carboxylate + NADP+ + 2 H2O <=> L-Glutamate +NADPH + H+
slr1289	Oxalosuccinate <=> 2-Oxoglutarate + CO2
slr1289	Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+
sll2008	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine +[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol <=> di-trans,poly-cis-Undecaprenyl diphosphate+[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol
sll2008	N6,N6,N6-Trimethyl-L-lysine + 2 Protein <=> ProteinN6,N6,N6-trimethyl-L-lysine + 2 H2O
sll2008	N6-D-Biotinyl-L-lysine + 2 Peptide <=> Holo-[carboxylase] + 2 H2O
sll0844	S-Adenosyl-L-methionine + tRNA containing5-aminomethyl-2-thiouridine <=> S-Adenosyl-L-homocysteine + tRNAcontaining 5-methylaminomethyl-2-thiouridylate
sll0544	dTTP + DNA <=> Diphosphate + DNA
sll0544	dATP + DNA <=> Diphosphate + DNA
sll0544	dCTP + DNA <=> Diphosphate + DNA
sll0544	Deoxynucleoside triphosphate + DNA(n) <=> Diphosphate + DNA(n+1)
sll0544	dGTP + DNA <=> Diphosphate + DNA
sll1641	3-Sulfino-L-alanine <=> Hypotaurine + CO2
sll1641	L-Cysteate <=> Taurine + CO2
sll1538	D-Glucoside + H2O <=> ROH + alpha-D-Glucose
sll1538	Cellobiose + H2O <=> 2 beta-D-Glucose
sll1538	cis-beta-D-Glucosyl-2-hydroxycinnamate + H2O <=>cis-2-Hydroxycinnamate + D-Glucose
sll1538	Cellulose + H2O <=> Cellulose + beta-D-Glucose
sll1538	1,4-beta-D-Glucan(n+1) + H2O <=> 1,4-beta-D-Glucan(n) +beta-D-Glucose
sll1538	Cyanoglycoside + H2O <=> Cyanohydrin + D-Glucose
slr1536	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine + H2O <=> UMP +2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
slr1536	GDP-mannose + H2O <=> GMP + D-Mannose 1-phosphate
slr1808	L-Glutamyl-tRNA(Glu) + NADPH + H+ <=> (S)-4-Amino-5-oxopentanoate +tRNA(Glu) + NADP+
sll0083	L-Ribulose 5-phosphate <=> L-Xylulose 5-phosphate
sll0083	beta-D-Ribopyranose <=> beta-D-Ribofuranose
sll0083	Sedoheptulose 7-phosphate <=> D-glycero-D-manno-Heptose 7-phosphate
sll0083	Fecosterol <=> Episterol
sll0083	7,9,7',9'-Tetra-cis-lycopene <=> Lycopene
sll1459	CMP + H2O <=> Cytidine + Orthophosphate
sll1459	GMP + H2O <=> Guanosine + Orthophosphate
sll1459	dAMP + H2O <=> Deoxyadenosine + Orthophosphate
sll1459	UMP + H2O <=> Uridine + Orthophosphate
sll1459	Nicotinamide D-ribonucleotide + H2O <=> N-Ribosylnicotinamide +Orthophosphate
sll1459	dCMP + H2O <=> Deoxycytidine + Orthophosphate
sll1459	dUMP + H2O <=> Deoxyuridine + Orthophosphate
sll1459	dTMP + H2O <=> Thymidine + Orthophosphate
sll1459	Nicotinate D-ribonucleotide + H2O <=> Nicotinate D-ribonucleoside +Orthophosphate
sll1459	Xanthosine 5'-phosphate + H2O <=> Xanthosine + Orthophosphate
sll1459	dGMP + H2O <=> Deoxyguanosine + Orthophosphate
sll1459	IMP + H2O <=> Inosine + Orthophosphate
slr1843	beta-D-Glucose 6-phosphate + NADP+ <=> D-Glucono-1,5-lactone6-phosphate + NADPH + H+
sll1253	ATP + RNA <=> Diphosphate + RNA
slr1369	CTP + Phosphatidate <=> Diphosphate + CDP-diacylglycerol
slr0528	ATP + UDP-N-acetylmuramoyl-L-alanyl-D-glutamate +meso-2,6-Diaminoheptanedioate <=> ADP + Orthophosphate +UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate
slr1703	ATP + L-Serine + tRNA(Sec) <=> AMP + Diphosphate + L-Seryl-tRNA(Sec)
slr1703	ATP + L-Serine + tRNA(Ser) <=> AMP + Diphosphate + L-Seryl-tRNA(Ser)
